n,symbol,name,mint,createdUtc,ageHours,ageBand,marketCapUsd,payouts,paidUsd,rewardLabels
17,SALL,SALLANA,DveyC8JEwvBqiLiQpBCkAdG38k3JziEsnU4s4Hkv86KN,2026-09-11T20:49:06+00:00,8.995609166666666,6h+,3983.452614826784,0,,['ALL (default)']
16,ALLAPE,AllApe,DP2Tag6DaGUJaPovcJZk8EnNJ3JBjx1m428cqSfQXALL,2026-09-11T20:48:22+00:00,9.007831388888889,6h+,3115.217430077509,0,,['ALL (default)']
15,ONEFORALL,Allforone,622TCCxMS1pfgKsRcimy6VFm6F4RnAYGgKCEgjTAhALL,2026-09-11T20:41:45+00:00,9.118109166666667,6h+,3012.0277031790956,0,,['ALL (default)']
14,ALBERT,Albert Einstein Coin,6vPpNttdk9fLsaaw7hCiTAvnzsX7zx2qJU3HFbf3tALL,2026-09-11T20:36:56+00:00,9.198386944444444,6h+,2887.659009279312,0,,['ALL (default)']
13,BURNALL,burnall,8pUFiFu63c751JxXKwVdn6aBzWpcLJ4JGPeU8pZffALL,2026-09-11T20:32:57+00:00,9.264775833333333,6h+,4285.785946742329,238,,['ALL (default)']
12,ALLINU,AllINU,79vKQuL9mPnbD21rfRe6WaxPPTynZPm886hcobFrfALL,2026-09-11T20:31:16+00:00,9.292831388888889,6h+,4374.770655868444,113,,['ALL (default)']
11,ALLDOG,alldog,2QRqp5k3uefWisqCXSpSRWmMPu5pWFfEP9JXXbSA6ALL,2026-09-11T20:28:35+00:00,9.337553611111112,6h+,30747.665575871757,173,,['ALL (default)']
10,ALLINU,AllINU,8eBoaj6DTrJYuWwK9LkDjqaoXeKPj4QGQhtjFRES8ALL,2026-09-11T20:26:56+00:00,9.365053611111112,6h+,3198.4224115696193,0,,['ALL (default)']
9,UBI,Universal Basic Income,22Bqeb54hHEem1tR67JrCFh5NBkjk1XeiemgMW3aMALL,2026-09-11T20:15:09+00:00,9.5614425,6h+,3589.128164165256,45,,['ALL (default)']
8,ALM,All Lives Matter,4dSdGW2hukLcGoPKDPqq21AyWsTQa46dc6JbQhv4oALL,2026-09-11T20:14:33+00:00,9.5714425,6h+,2946.2653481548136,46,,['ALL (default)']
7,ALLIN,ALLIN,A5mD1fnqJvUxWRJhQV7Y9yBZR7toXL87weQY7SCWVCVL,2026-09-11T20:03:34+00:00,9.754498055555555,6h+,31944.644997080883,228,,['ALL (default)']
6,SURE,Yeah Sure,8chVJiAYBzksrLavm5FYmSvtTuCtJ8LhMsBxdcJq7ALL,2026-09-11T20:03:08+00:00,9.761720277777778,6h+,2964.9198229410486,0,,['NVDAx']
5,CATON,CATON,EacamThc6ZJZTDrMGoShDVHVtN7zRMWk7dNpTrVzPALL,2026-09-11T19:54:27+00:00,9.9064425,6h+,21916.65619037463,49,,['TSLAx']
4,ALLCAT,allcat,J1U1BWkVUDtujjkew4fCGwvUteeaJwDirEkuPcYCgALL,2026-09-11T19:54:25+00:00,9.906998055555556,6h+,119120.25167679656,811,,['ALL (default)']
3,TEST,test,A32Di7wsWUoi71GDPTU3iHuGX1PNPrrn2rb539cjFALL,2026-09-11T19:53:10+00:00,9.927831388888888,6h+,3129.481976900022,0,,['SPYx']
2,TEST,test,GHrTW2283dqk9r4G8Y668rSyeHAxibiHnuTsZrt66ALL,2026-09-08T15:13:28+00:00,86.58949805555555,6h+,8732.422093869425,0,,['ALL (default)']
1,ADAM,True Adam,CDHDuDTB2EfTCHfoVFiEvWvwrdcppgrgrqEfrmLouALL,,496997.8139425,6h+,,0,,['ALL (default)']
